003079 x=-74.9691,y=-28.32419999999999,w=2.226600000000005,h=1.7811999999999806
003080 x=-75.3508,y=-29.76330000000002,w=2.258100000000013,h=1.7837000000000103
003081 x=-75.7412,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
003082 x=-76.14089999999999,y=-32.63909999999998,w=2.3285000000000053,h=1.789499999999979
003083 x=-76.5508,y=-34.07550000000001,w=2.367799999999974,h=1.7926000000000357
003084 x=-76.9718,y=-35.51089999999999,w=2.4101,h=1.7959999999999852
003085 x=-77.4049,y=-36.94520000000001,w=2.455699999999993,h=1.7997000000000156
003086 x=-77.8511,y=-38.37840000000001,w=2.5045999999999964,h=1.8037000000000134
003087 x=-78.3117,y=-39.81029999999998,w=2.557299999999998,h=1.8079999999999785
003088 x=-78.78799999999998,y=-41.24090000000001,w=2.614099999999979,h=1.8125
003089 x=-79.2814,y=-42.67019999999999,w=2.675200000000004,h=1.8174999999999741
003090 x=-79.79359999999998,y=-44.0979,w=2.7410999999999888,h=1.8227999999999795
003091 x=-80.3265,y=-45.52399999999999,w=2.8122999999999934,h=1.8284999999999982
003092 x=-80.8821,y=-46.9485,w=2.8892000000000024,h=1.834699999999991
003093 x=-81.46269999999998,y=-48.37110000000002,w=2.9723999999999933,h=1.8413000000000324
003094 x=-82.0711,y=-49.7917,w=3.0626000000000033,h=1.8485000000000014
003095 x=-82.71009999999998,y=-51.21010000000002,w=3.160299999999978,h=1.8561000000000263
003096 x=-83.3834,y=-52.6262,w=3.2667999999999893,h=1.8644000000000105
003097 x=-84.0947,y=-54.03970000000001,w=3.3827,h=1.8734000000000037
003098 x=-84.84880000000001,y=-55.4504,w=3.509400000000028,h=1.8830000000000098
003099 x=-85.6507,y=-56.858,w=3.647900000000007,h=1.8935000000000102
003100 x=-86.5067,y=-58.26210000000001,w=3.8001000000000005,h=1.9048000000000087
003101 x=-87.42380000000001,y=-59.66239999999999,w=3.9675000000000153,h=1.9170999999999907
003102 x=-88.4105,y=-61.05820000000001,w=4.152300000000011,h=1.9303999999999988
003103 x=-89.4767,y=-62.44909999999999,w=4.356899999999996,h=1.9447999999999936
003104 x=-90.63419999999999,y=-63.8342,w=4.584199999999996,h=1.9603000000000108
003105 x=-91.8971,y=-65.2128,w=4.837800000000001,h=1.9772000000000034
003106 x=-93.2825,y=-66.5838,w=5.121600000000001,h=1.9955999999999818
003107 x=-94.8108,y=-67.9457,w=5.440400000000011,h=2.0154999999999887
003108 x=-96.50709999999998,y=-69.297,w=5.79989999999998,h=2.0370999999999952
003109 x=-98.402,y=-70.6354,w=6.206600000000009,h=2.0604000000000013
003110 x=-100.533,y=-71.9582,w=6.667900000000003,h=2.0853000000000037
003111 x=-102.947,y=-73.2618,w=7.192799999999991,h=2.1118999999999772
003112 x=-105.701,y=-74.54139999999998,w=7.7898,h=2.1397999999999797
003113 x=-108.864,y=-75.7905,w=8.466000000000008,h=2.1680999999999955
003114 x=-112.523,y=-77.0006,w=9.227999999999994,h=2.1957000000000164
003115 x=-116.777,y=-78.15970000000002,w=10.070999999999998,h=2.220300000000009
003116 x=-121.738,y=-79.2513,w=10.974000000000004,h=2.237800000000007
003117 x=-127.521,y=-80.2529,w=11.887,h=2.241900000000001
003118 x=-134.218,y=-81.13399999999999,w=12.702999999999989,h=2.2227999999999923
003119 x=-141.857,y=-81.8555,w=13.24199999999999,h=2.166700000000006
003120 x=-150.351,y=-82.37189999999998,w=13.254999999999995,h=2.0576999999999828
003121 x=-159.453,y=-82.6401,w=12.497000000000014,h=1.8836000000000155
003122 x=-169.847,y=-82.6328,w=11.953000000000003,h=1.6440000000000055
003247 x=-13.1449,y=80.75650000000003,w=12.496809999999998,h=1.883599999999987
003248 x=-23.00509999999999,y=80.31420000000001,w=13.254699999999984,h=2.0576999999999686
004001 x=-8.309689999999994,y=79.6888,w=13.241199999999996,h=2.166700000000006
004002 x=-15.41040000000002,y=78.91120000000002,w=12.702730000000011,h=2.2228000000000065
004003 x=-21.29149999999998,y=78.01099999999995,w=11.88747999999999,h=2.241900000000058
004004 x=-26.16169999999999,y=77.01350000000002,w=10.974699999999979,h=2.2377999999999787
004005 x=-30.21909999999999,y=75.9394,w=10.07059999999997,h=2.220299999999966
004006 x=-33.63,y=74.80490000000002,w=9.227700000000013,h=2.195699999999988
004007 x=-36.52719999999999,y=73.62250000000002,w=8.466099999999994,h=2.167999999999978
004008 x=-39.01409999999999,y=72.40170000000002,w=7.789400000000011,h=2.1396999999999906
004009 x=-41.1711,y=71.14990000000002,w=7.192700000000002,h=2.111899999999963
004010 x=-43.0602,y=69.8729,w=6.667999999999999,h=2.085399999999993
004011 x=-44.72989999999999,y=68.575,w=6.20649999999997,h=2.0604000000000013
004012 x=-46.21809999999999,y=67.25990000000003,w=5.7998999999999725,h=2.0370999999999526
004013 x=-47.55490000000001,y=65.93020000000003,w=5.440400000000011,h=2.015599999999978
004014 x=-48.7644,y=64.58819999999999,w=5.121600000000001,h=1.9956000000000103
004015 x=-49.86599999999999,y=63.2356,w=4.83779999999998,h=1.9772000000000034
004016 x=-50.8753,y=61.87389999999999,w=4.584199999999996,h=1.9603000000000108
004017 x=-51.8055,y=60.50430000000002,w=4.35690000000001,h=1.9447999999999794
004018 x=-52.66710000000001,y=59.12790000000003,w=4.152200000000015,h=1.9302999999999741
004019 x=-53.46899999999999,y=57.7453,w=3.967499999999994,h=1.9170999999999765
004020 x=-54.2187,y=56.35730000000002,w=3.79999999999999,h=1.904799999999966
004021 x=-54.9226,y=54.96449999999997,w=3.6480000000000032,h=1.8935000000000173
004022 x=-55.58589999999999,y=53.56740000000001,w=3.509399999999971,h=1.8829999999999885
004023 x=-56.2133,y=52.16630000000003,w=3.3827,h=1.8734000000000037
004024 x=-56.8087,y=50.76179999999998,w=3.2667999999999893,h=1.8644000000000176
004025 x=-57.3756,y=49.35399999999999,w=3.1603999999999814,h=1.856100000000005
004026 x=-57.91679999999999,y=47.94319999999998,w=3.0625,h=1.8484999999999943
004027 x=-58.435,y=46.52979999999999,w=2.9724000000000004,h=1.8413000000000324
004028 x=-58.93240000000001,y=45.11379999999998,w=2.889100000000006,h=1.8347000000000335
004029 x=-59.41109999999998,y=43.69549999999997,w=2.812199999999976,h=1.8285000000000196
004030 x=-59.87279999999999,y=42.27510000000002,w=2.7410999999999888,h=1.8227999999999795
004031 x=-60.3191,y=40.85270000000001,w=2.6751999999999967,h=1.8174999999999955
004032 x=-60.75139999999999,y=39.42840000000003,w=2.614099999999979,h=1.8124999999999716
004033 x=-61.1709,y=38.0024,w=2.557300000000005,h=1.8078999999999752
004034 x=-61.5788,y=36.5747,w=2.5046000000000035,h=1.803699999999992
004035 x=-61.9761,y=35.14549999999999,w=2.4557,h=1.7997000000000014
004036 x=-62.36359999999998,y=33.71490000000001,w=2.4101,h=1.7959999999999852
004037 x=-62.7424,y=32.28289999999998,w=2.36790000000002,h=1.7926000000000357
004038 x=-63.113,y=30.84960000000002,w=2.3285999999999873,h=1.789499999999979
004039 x=-63.4762,y=29.41519999999998,w=2.2919999999999874,h=1.7864999999999895
004040 x=-63.83259999999999,y=27.97960000000001,w=2.2580999999999847,h=1.7837000000000103
004041 x=-64.18290000000002,y=26.54299999999999,w=2.2267000000000152,h=1.781200000000002
004042 x=-64.52750000000002,y=25.1054,w=2.197500000000005,h=1.7787999999999897
004043 x=-64.86699999999999,y=23.66680000000001,w=2.1706000000000074,h=1.7767000000000124
004044 x=-65.2018,y=22.22730000000001,w=2.145600000000023,h=1.77479999999996
004045 x=-65.5324,y=20.78710000000001,w=2.122700000000016,h=1.7728999999999893
004046 x=-65.8591,y=19.3461,w=2.1015000000000015,h=1.771200000000011
004047 x=-66.1825,y=17.90429999999999,w=2.082300000000018,h=1.7697000000000003
004048 x=-66.50269999999998,y=16.46190000000001,w=2.0645999999999702,h=1.7683999999999997
004049 x=-66.8203,y=15.01889999999999,w=2.0486999999999966,h=1.7671000000000294
004050 x=-67.1354,y=13.57540000000001,w=2.0342999999999876,h=1.76589999999997
004051 x=-67.4484,y=12.13130000000002,w=2.0213000000000108,h=1.7649999999999686
004052 x=-67.75970000000001,y=10.68679999999999,w=2.0100002006239066,h=1.764100000000001
004053 x=-68.06950000000002,y=9.241880000000018,w=2.000000000000014,h=1.7632199999999827
004054 x=-68.3781,y=7.796580000000022,w=1.991500000000002,h=1.7625799999999803
004055 x=-68.6857,y=6.35095000000002,w=1.984199999999987,h=1.7620299999999558
004056 x=-68.99270000000001,y=4.905060000000008,w=1.9783999999999935,h=1.7615599999999976
004057 x=-69.2993,y=3.458920000000014,w=1.9739000000000004,h=1.7612299999999914
004058 x=-69.60570000000001,y=2.012599999999996,w=1.970600000000033,h=1.7609800000000089
004059 x=-69.9123,y=0.56616,w=1.9686999999999983,h=1.7608200000000012
004060 x=-70.21920000000001,y=-0.8803900000000042,w=1.9680000000000035,h=1.7607800000000284
004061 x=-70.52679999999998,y=-2.326980000000001,w=1.9686999999999841,h=1.7608200000000012
004062 x=-70.8353,y=-3.773569999999997,w=1.9705999999999904,h=1.7609800000000102
004063 x=-71.145,y=-5.22013000000001,w=1.9739000000000004,h=1.7612200000000038
004064 x=-71.45609999999999,y=-6.666609999999997,w=1.9783999999999793,h=1.7615799999999924
004065 x=-71.7689,y=-8.112979999999997,w=1.9842000000000013,h=1.7620399999999847
004066 x=-72.0837,y=-9.559149999999994,w=1.9913999999999987,h=1.7625899999999879
004067 x=-72.4009,y=-11.0051,w=2.0,h=1.7632299999999912
004068 x=-72.7206,y=-12.45079999999999,w=2.0098999999999876,h=1.7639999999999798
004069 x=-73.0433,y=-13.89629999999999,w=2.0213999999999857,h=1.7649999999999686
004070 x=-73.3692,y=-15.34129999999998,w=2.034200000000027,h=1.76589999999997
004071 x=-73.6988,y=-16.786,w=2.048700000000011,h=1.7670999999999921
004072 x=-74.0323,y=-18.23030000000001,w=2.064600000000027,h=1.7683999999999997
004073 x=-74.37019999999998,y=-19.67400000000001,w=2.0822999999999894,h=1.7697000000000003
004074 x=-74.71279999999999,y=-21.11729999999999,w=2.1015000000000015,h=1.7711999999999897
004075 x=-75.0607,y=-22.56,w=2.122700000000009,h=1.7728999999999893
004076 x=-75.4142,y=-24.00209999999999,w=2.1455999999999875,h=1.7747999999999813
004077 x=-75.77389999999998,y=-25.4435,w=2.17049999999999,h=1.7767000000000088
004078 x=-76.14039999999999,y=-26.88419999999999,w=2.1974999999999767,h=1.7788999999999895
004079 x=-76.5142,y=-28.32419999999999,w=2.226699999999994,h=1.7811999999999806
004080 x=-76.8959,y=-29.76330000000002,w=2.258099999999999,h=1.7837000000000103
004081 x=-77.28620000000001,y=-31.20169999999999,w=2.2919999999999874,h=1.786499999999993
004082 x=-77.686,y=-32.63909999999998,w=2.3286000000000087,h=1.789499999999979
004083 x=-78.09589999999999,y=-34.07550000000001,w=2.367900000000006,h=1.7926000000000357
004084 x=-78.5169,y=-35.51089999999999,w=2.4102000000000032,h=1.7959999999999852
004085 x=-78.95000000000002,y=-36.94520000000001,w=2.4557000000000215,h=1.7997000000000156
004086 x=-79.3962,y=-38.37840000000001,w=2.5045999999999964,h=1.8037000000000134
004087 x=-79.85680000000002,y=-39.81029999999998,w=2.5573000000000263,h=1.8079999999999785
004088 x=-80.3331,y=-41.24090000000001,w=2.6141000000000076,h=1.8125
004089 x=-80.8265,y=-42.67019999999999,w=2.6751999999999754,h=1.8174999999999741
004090 x=-81.33870000000002,y=-44.0979,w=2.7412000000000205,h=1.8227999999999795
004091 x=-81.87150000000001,y=-45.52399999999999,w=2.8122000000000185,h=1.8284999999999982
004092 x=-82.4271,y=-46.9485,w=2.8892000000000166,h=1.834699999999991
004093 x=-83.0078,y=-48.37110000000002,w=2.9724000000000217,h=1.8413000000000324
004094 x=-83.6161,y=-49.7917,w=3.0625,h=1.8485000000000014
004095 x=-84.25519999999999,y=-51.21010000000002,w=3.1603999999999672,h=1.8561000000000263
004096 x=-84.92850000000001,y=-52.6262,w=3.2668000000000177,h=1.8644000000000105
004097 x=-85.6398,y=-54.03970000000001,w=3.382700000000014,h=1.8734000000000037
004098 x=-86.3938,y=-55.4504,w=3.509299999999996,h=1.8830000000000098
004099 x=-87.19580000000002,y=-56.858,w=3.6480000000000246,h=1.8935000000000102
004100 x=-88.05169999999998,y=-58.26210000000001,w=3.799999999999997,h=1.9048000000000087
004101 x=-88.9688,y=-59.66239999999999,w=3.967399999999998,h=1.9170999999999907
004102 x=-89.9556,y=-61.05820000000001,w=4.152300000000025,h=1.9303999999999988
004103 x=-91.0218,y=-62.44909999999999,w=4.35690000000001,h=1.9447999999999936
004104 x=-92.17930000000001,y=-63.8342,w=4.584300000000013,h=1.9603000000000108
004105 x=-93.44220000000001,y=-65.2128,w=4.83780000000003,h=1.9772000000000034
004106 x=-94.82759999999999,y=-66.5838,w=5.121599999999972,h=1.9955999999999818
004107 x=-96.35589999999999,y=-67.9457,w=5.440399999999983,h=2.0154999999999887
004108 x=-98.0521,y=-69.297,w=5.7997999999999905,h=2.0370999999999952
004109 x=-99.94700000000002,y=-70.6354,w=6.20650000000002,h=2.0604000000000013
004110 x=-102.078,y=-71.9582,w=6.667800000000014,h=2.0853000000000037
004111 x=-104.492,y=-73.2618,w=7.192700000000002,h=2.1118999999999772
004112 x=-107.246,y=-74.54139999999998,w=7.7898,h=2.1397999999999797
004113 x=-110.409,y=-75.7905,w=8.466000000000008,h=2.1680999999999955
004114 x=-114.068,y=-77.0006,w=9.227999999999994,h=2.1957000000000164
004115 x=-118.322,y=-78.15970000000002,w=10.070999999999998,h=2.220300000000009
004116 x=-123.283,y=-79.2513,w=10.974000000000004,h=2.237800000000007
004117 x=-129.066,y=-80.2529,w=11.887,h=2.241900000000001
004118 x=-135.763,y=-81.13399999999999,w=12.703000000000003,h=2.2227999999999923
004119 x=-143.402,y=-81.8555,w=13.240999999999985,h=2.166700000000006
004120 x=-151.896,y=-82.37189999999998,w=13.254999999999995,h=2.0576999999999828
004121 x=-160.998,y=-82.6401,w=12.496999999999986,h=1.8836000000000155
004122 x=-171.392,y=-82.6328,w=11.953000000000003,h=1.6440000000000055
004247 x=-14.68989999999999,y=80.75650000000003,w=12.496739999999985,h=1.883599999999987
004248 x=-24.55009999999998,y=80.31420000000001,w=13.254599999999979,h=2.0576999999999686
005001 x=-9.85476,y=79.6888,w=13.241209999999985,h=2.166700000000006
005002 x=-16.95540000000001,y=78.91120000000002,w=12.702670000000024,h=2.2228000000000065
005003 x=-22.83650000000001,y=78.01099999999995,w=11.88740000000002,h=2.241900000000058
005004 x=-27.70670000000002,y=77.01350000000002,w=10.97470000000002,h=2.2377999999999787
005005 x=-31.76419999999998,y=75.9394,w=10.070699999999992,h=2.220299999999966
005006 x=-35.175,y=74.80490000000002,w=9.227600000000017,h=2.195699999999988
005007 x=-38.07220000000002,y=73.62250000000002,w=8.466100000000026,h=2.167999999999978
005008 x=-40.5592,y=72.40170000000002,w=7.789500000000004,h=2.1396999999999906
005009 x=-42.71620000000001,y=71.14990000000002,w=7.19280000000002,h=2.111899999999963
005010 x=-44.60529999999999,y=69.8729,w=6.668100000000003,h=2.085399999999993
005011 x=-46.275,y=68.575,w=6.206600000000002,h=2.0604000000000013
005012 x=-47.76310000000002,y=67.25990000000003,w=5.799800000000012,h=2.0370999999999526
005013 x=-49.1,y=65.93020000000003,w=5.44039999999999,h=2.015599999999978
005014 x=-50.30949999999999,y=64.58819999999999,w=5.1215999999999795,h=1.9956000000000103
005015 x=-51.41099999999999,y=63.2356,w=4.837799999999994,h=1.9772000000000034
005016 x=-52.42039999999999,y=61.87389999999999,w=4.5841999999999885,h=1.9603000000000108
005017 x=-53.35049999999999,y=60.50430000000002,w=4.356800000000007,h=1.9447999999999794
005018 x=-54.2121,y=59.12790000000003,w=4.152200000000008,h=1.9302999999999741
005019 x=-55.01400000000002,y=57.7453,w=3.967400000000005,h=1.9170999999999765
005020 x=-55.76380000000001,y=56.35730000000002,w=3.8001000000000076,h=1.904799999999966
005021 x=-56.4676,y=54.96449999999997,w=3.647900000000007,h=1.8935000000000173
005022 x=-57.13099999999999,y=53.56740000000001,w=3.509399999999985,h=1.8829999999999885
005023 x=-57.75839999999999,y=52.16630000000003,w=3.382799999999996,h=1.8734000000000037
005024 x=-58.35379999999999,y=50.76179999999998,w=3.2667999999999893,h=1.8644000000000176
005025 x=-58.92060000000001,y=49.35399999999999,w=3.1602999999999994,h=1.856100000000005
005026 x=-59.46189999999998,y=47.94319999999998,w=3.062599999999982,h=1.8484999999999943
005027 x=-59.98009999999999,y=46.52979999999999,w=2.972399999999986,h=1.8413000000000324
005028 x=-60.4775,y=45.11379999999998,w=2.8892000000000024,h=1.8347000000000335
005029 x=-60.9562,y=43.69549999999997,w=2.8123000000000005,h=1.8285000000000196
005030 x=-61.4179,y=42.27510000000002,w=2.74110000000001,h=1.8227999999999795
005031 x=-61.86419999999999,y=40.85270000000001,w=2.6751999999999967,h=1.8174999999999955
005032 x=-62.2965,y=39.42840000000003,w=2.6141000000000005,h=1.8124999999999716
005033 x=-62.71600000000002,y=38.0024,w=2.5573000000000334,h=1.8078999999999752
005034 x=-63.12390000000001,y=36.5747,w=2.5046999999999997,h=1.803699999999992
005035 x=-63.52110000000001,y=35.14549999999999,w=2.455600000000018,h=1.7997000000000014
005036 x=-63.90870000000001,y=33.71490000000001,w=2.4101,h=1.7959999999999852
005037 x=-64.28739999999999,y=32.28289999999998,w=2.3677999999999813,h=1.7926000000000357
005038 x=-64.658,y=30.84960000000002,w=2.3284999999999982,h=1.789499999999979
005039 x=-65.0212,y=29.41519999999998,w=2.2919999999999945,h=1.7864999999999895
005040 x=-65.3777,y=27.97960000000001,w=2.258100000000006,h=1.7837000000000103
005041 x=-65.7279,y=26.54299999999999,w=2.2265999999999835,h=1.781200000000002
005042 x=-66.0725,y=25.1054,w=2.197400000000002,h=1.7787999999999897
005043 x=-66.412,y=23.66680000000001,w=2.170500000000004,h=1.7767000000000124
005044 x=-66.74680000000001,y=22.22730000000001,w=2.145600000000016,h=1.77479999999996
005045 x=-67.07739999999998,y=20.78710000000001,w=2.122599999999977,h=1.7728999999999893
005046 x=-67.40420000000002,y=19.3461,w=2.101600000000019,h=1.771200000000011
005047 x=-67.7275,y=17.90429999999999,w=2.0822000000000003,h=1.7697000000000003
005048 x=-68.0478,y=16.46190000000001,w=2.0645999999999987,h=1.7683999999999997
005049 x=-68.36530000000002,y=15.01889999999999,w=2.0486000000000217,h=1.7671000000000294
005050 x=-68.6805,y=13.57540000000001,w=2.034300000000016,h=1.76589999999997
005051 x=-68.9935,y=12.13130000000002,w=2.0214,h=1.7649999999999686
005052 x=-69.3048,y=10.68679999999999,w=2.010000000000005,h=1.764100000000001
005053 x=-69.61460000000001,y=9.241880000000018,w=2.000000000000014,h=1.7632199999999827
005054 x=-69.9231,y=7.796580000000022,w=1.991400000000013,h=1.7625799999999803
005055 x=-70.2308,y=6.35095000000002,w=1.9842000000000013,h=1.7620299999999558
005056 x=-70.5377,y=4.905060000000008,w=1.9782999999999902,h=1.7615599999999976
005057 x=-70.84429999999999,y=3.458920000000014,w=1.973799999999983,h=1.7612299999999914
005058 x=-71.15079999999999,y=2.012599999999996,w=1.9705999999999904,h=1.7609800000000089
005059 x=-71.4573,y=0.56616,w=1.9686000000000092,h=1.7608200000000012
005060 x=-71.76429999999999,y=-0.8803900000000042,w=1.9679999999999893,h=1.7607800000000284
005061 x=-72.0719,y=-2.326980000000001,w=1.9687000000000126,h=1.7608200000000012
005062 x=-72.3804,y=-3.773569999999997,w=1.9705999999999904,h=1.7609800000000102
005063 x=-72.68999999999998,y=-5.22013000000001,w=1.973799999999983,h=1.7612200000000038
005064 x=-73.0011,y=-6.666609999999997,w=1.9782999999999902,h=1.7615799999999924
